"ITEM","ZONE_ID","OFFER_ID","OFFER_NAME","EFFECTIVE_DATE","END_DATE"
"053334584",7,"A30718669","PHD NUTRITION DIET WHEY BARS 2.29-1.7 s0.59","20130729","20130819"
"050863209-001",5,"A30718670","PHD NUTRITION DIET WHEY BARS 2.29-1.7 s0.59","20130729","20130819"
"050863209-004",9,"A30718670","PHD NUTRITION DIET WHEY BARS 2.29-1.7 s0.59","20130729","20130819"
"050863209-004",6,"A30718670","PHD NUTRITION DIET WHEY BARS 2.29-1.7 s0.59","20130729","20130819"
"050863209-008",6,"A30718671","PHD NUTRITION DIET BARS CHOC 2.29-1.7 s0.59","20130729","20130819"
"050863209-008",5,"A30718671","PHD NUTRITION DIET BARS CHOC 2.29-1.7 s0.59","20130729","20130819"
"050863209-007",9,"A30718671","PHD NUTRITION DIET BARS CHOC 2.29-1.7 s0.59","20130729","20130819"
"050863209-007",7,"A30718671","PHD NUTRITION DIET BARS CHOC 2.29-1.7 s0.59","20130729","20130819"
"050863209-002",6,"A30718672","PHD NUTRITION  PHARMA COOKIE 42-31.5 s10.5","20130729","20130819"
"051401738-001",5,"A30718672","PHD NUTRITION  PHARMA COOKIE 42-31.5 s10.5","20130729","20130819"
"051401738-001",9,"A30718672","PHD NUTRITION  PHARMA COOKIE 42-31.5 s10.5","20130729","20130819"
"051401738-001",7,"A30718672","PHD NUTRITION  PHARMA COOKIE 42-31.5 s10.5","20130729","20130819"
"059955818-001",6,"A30718673","PHD NUTRITION GAIN STRAWBERRY  42-31.5 s10.5","20130729","20130819"
"059955818-001",5,"A30718673","PHD NUTRITION GAIN STRAWBERRY  42-31.5 s10.5","20130729","20130819"
"059955818-001",9,"A30718673","PHD NUTRITION GAIN STRAWBERRY  42-31.5 s10.5","20130729","20130819"
"059955818-001",7,"A30718673","PHD NUTRITION GAIN STRAWBERRY  42-31.5 s10.5","20130729","20130819"
"051401738-001",6,"A30718674","GRENADE THERMO PACK 4 CAPSULE 2.49-1.95 s0.54","20130729","20130819"
"050923865",5,"A30718674","GRENADE THERMO PACK 4 CAPSULE 2.49-1.95 s0.54","20130729","20130819"
"050923865",9,"A30718674","GRENADE THERMO PACK 4 CAPSULE 2.49-1.95 s0.54","20130729","20130819"
"050923865",7,"A30718674","GRENADE THERMO PACK 4 CAPSULE 2.49-1.95 s0.54","20130729","20130819"
"050923865",13,"R30792206","BT2500 TWIN DECT CORDLESS PHONE WNS offer","20130729","20130901"
"050923865-001",12,"R30792206","BT2500 TWIN DECT CORDLESS PHONE WNS offer","20130729","20130901"
"050923865-002",6,"A30719165","PHD NUTRITION DIET CHOC 1KG 31.2-23.4 s7.8","20130729","20130819"
"050923865-002",5,"A30719165","PHD NUTRITION DIET CHOC 1KG 31.2-23.4 s7.8","20130729","20130819"
"050923865-003",9,"A30719165","PHD NUTRITION DIET CHOC 1KG 31.2-23.4 s7.8","20130729","20130819"
"050923865-001",7,"A30719165","PHD NUTRITION DIET CHOC 1KG 31.2-23.4 s7.8","20130729","20130819"
"050863209-001",6,"A30719166","PHD NUTRITION DIET STRAWBERRRY 31.2-23.4 s7.8","20130729","20130819"
"050863209",5,"A30719166","PHD NUTRITION DIET STRAWBERRRY 31.2-23.4 s7.8","20130729","20130819"
"050863209",9,"A30719166","PHD NUTRITION DIET STRAWBERRRY 31.2-23.4 s7.8","20130729","20130819"
"050863209-002",7,"A30719166","PHD NUTRITION DIET STRAWBERRRY 31.2-23.4 s7.8","20130729","20130819"
"050923865-003",5,"A30719167","PHD NUTRITION DIET WHEY VANILLA 31.2-23.4 s7.8","20130729","20130819"
"050923865-003",9,"A30719167","PHD NUTRITION DIET WHEY VANILLA 31.2-23.4 s7.8","20130729","20130819"
"050923865-003",7,"A30719167","PHD NUTRITION DIET WHEY VANILLA 31.2-23.4 s7.8","20130729","20130819"
"050923865-001",6,"A30719167","PHD NUTRITION DIET WHEY VANILLA 31.2-23.4 s7.8","20130729","20130819"
"050923865-002",5,"A30718550","ACIDOPHILUS + BIFIDUS 30 CAPSULES 5.5-3.5 s2","20130729","20130819"
"050923865-002",6,"A30718550","ACIDOPHILUS + BIFIDUS 30 CAPSULES 5.5-3.5 s2","20130729","20130819"
"050923865-001",7,"A30718550","ACIDOPHILUS + BIFIDUS 30 CAPSULES 5.5-3.5 s2","20130729","20130819"
"050979885-002",9,"A30718550","ACIDOPHILUS + BIFIDUS 30 CAPSULES 5.5-3.5 s2","20130729","20130819"
"050979885-002",5,"A30718551","DIGESTIVE ENZYMES FORMULA 4.69-3.13 s1.56","20130729","20130819"
"050979885-003",6,"A30718551","DIGESTIVE ENZYMES FORMULA 4.69-3.13 s1.56","20130729","20130819"
"050979885-003",7,"A30718551","DIGESTIVE ENZYMES FORMULA 4.69-3.13 s1.56","20130729","20130819"
"050979885-004",9,"A30718551","DIGESTIVE ENZYMES FORMULA 4.69-3.13 s1.56","20130729","20130819"
"050979885-004",5,"A30718552","EVENING PRIMROSE OIL 60 CAPSULES 8.59-5.5 s3.09","20130729","20130819"
"050979885",6,"A30718552","EVENING PRIMROSE OIL 60 CAPSULES 8.59-5.5 s3.09","20130729","20130819"
"050979885",7,"A30718552","EVENING PRIMROSE OIL 60 CAPSULES 8.59-5.5 s3.09","20130729","20130819"
"050979885-001",9,"A30718552","EVENING PRIMROSE OIL 60 CAPSULES 8.59-5.5 s3.09","20130729","20130819"
"050979885-001",5,"A30718553","EVENING PRIMROSE OIL 60 CAPSULES 5.35-3.5 s1.85","20130729","20130819"
"051865972",6,"A30718553","EVENING PRIMROSE OIL 60 CAPSULES 5.35-3.5 s1.85","20130729","20130819"
"065318447-001",7,"A30718553","EVENING PRIMROSE OIL 60 CAPSULES 5.35-3.5 s1.85","20130729","20130819"
"051865972-003",9,"A30718553","EVENING PRIMROSE OIL 60 CAPSULES 5.35-3.5 s1.85","20130729","20130819"
"051865972-002",5,"A30718554","ACTIVE MATURE 50 PLUS 30 CAPSULES 8.99-6 s2.99","20130729","20130819"
"065318447",6,"A30718554","ACTIVE MATURE 50 PLUS 30 CAPSULES 8.99-6 s2.99","20130729","20130819"
"064232964",7,"A30718554","ACTIVE MATURE 50 PLUS 30 CAPSULES 8.99-6 s2.99","20130729","20130819"
"064232964",9,"A30718554","ACTIVE MATURE 50 PLUS 30 CAPSULES 8.99-6 s2.99","20130729","20130819"
"064232964",5,"A30718555","ACTIVE MATURE 50 PLUS CAPSULES 16.19-11 s5.19","20130729","20130819"
"064232964",6,"A30718555","ACTIVE MATURE 50 PLUS CAPSULES 16.19-11 s5.19","20130729","20130819"
"065318447-001",7,"A30718555","ACTIVE MATURE 50 PLUS CAPSULES 16.19-11 s5.19","20130729","20130819"
"051865972-001",9,"A30718555","ACTIVE MATURE 50 PLUS CAPSULES 16.19-11 s5.19","20130729","20130819"
"051865972-003",5,"A30718556","ACTIVE MENS 30 CAPSULES 8.99-6 s2.99","20130729","20130819"
"065318447",6,"A30718556","ACTIVE MENS 30 CAPSULES 8.99-6 s2.99","20130729","20130819"
"051865972-001",7,"A30718556","ACTIVE MENS 30 CAPSULES 8.99-6 s2.99","20130729","20130819"
"051865972",9,"A30718556","ACTIVE MENS 30 CAPSULES 8.99-6 s2.99","20130729","20130819"
"051865972-002",5,"A30718557","ACTIVE WOMENS 30 CAPSULES 8.99-5.99 s3","20130729","20130819"
"058041058",6,"A30718557","ACTIVE WOMENS 30 CAPSULES 8.99-5.99 s3","20130729","20130819"
"058041058",7,"A30718557","ACTIVE WOMENS 30 CAPSULES 8.99-5.99 s3","20130729","20130819"
"051483041",9,"A30718557","ACTIVE WOMENS 30 CAPSULES 8.99-5.99 s3","20130729","20130819"
"051483041",5,"A30718558","CALCIUM CARBONATE 60 CAPSULES 5.09-3.5 s1.59","20130729","20130819"
"051483041",7,"A30718558","CALCIUM CARBONATE 60 CAPSULES 5.09-3.5 s1.59","20130729","20130819"
"051483041",9,"A30718558","CALCIUM CARBONATE 60 CAPSULES 5.09-3.5 s1.59","20130729","20130819"
"058041058-002",6,"A30718558","CALCIUM CARBONATE 60 CAPSULES 5.09-3.5 s1.59","20130729","20130819"
"058041058-001",5,"A30718559","CALCIUM/MAG/ZINC 60 CAPSULES 7.15-5 s2.15","20130729","20130819"
"058041058-001",6,"A30718559","CALCIUM/MAG/ZINC 60 CAPSULES 7.15-5 s2.15","20130729","20130819"
"058041058-002",7,"A30718559","CALCIUM/MAG/ZINC 60 CAPSULES 7.15-5 s2.15","20130729","20130819"
"058041058-003",9,"A30718559","CALCIUM/MAG/ZINC 60 CAPSULES 7.15-5 s2.15","20130729","20130819"
"058041058-003",5,"A30718560","CHELATED CALCIUM 60 CAPSULES 6.49-4.5 s1.99","20130729","20130819"
"050875253-003",7,"A30718560","CHELATED CALCIUM 60 CAPSULES 6.49-4.5 s1.99","20130729","20130819"
"050863209-008",9,"A30718560","CHELATED CALCIUM 60 CAPSULES 6.49-4.5 s1.99","20130729","20130819"
"050875253-002",6,"A30718560","CHELATED CALCIUM 60 CAPSULES 6.49-4.5 s1.99","20130729","20130819"
"050875253-007",6,"A30718561","CHILDRENS FORMULA 60 CAPSULES 5.65-4 s1.65","20130729","20130819"
"050417860-001",7,"A30718561","CHILDRENS FORMULA 60 CAPSULES 5.65-4 s1.65","20130729","20130819"
"050875253-001",9,"A30718561","CHILDRENS FORMULA 60 CAPSULES 5.65-4 s1.65","20130729","20130819"
"050875253-005",5,"A30718561","CHILDRENS FORMULA 60 CAPSULES 5.65-4 s1.65","20130729","20130819"
"050875253-006",5,"A30718562","CHOLESTRO VIT 60 CAPSULES 15.85-10.5 s5.35","20130729","20130819"
"050875253-006",6,"A30718562","CHOLESTRO VIT 60 CAPSULES 15.85-10.5 s5.35","20130729","20130819"
"050875253-001",7,"A30718562","CHOLESTRO VIT 60 CAPSULES 15.85-10.5 s5.35","20130729","20130819"
"050417860",9,"A30718562","CHOLESTRO VIT 60 CAPSULES 15.85-10.5 s5.35","20130729","20130819"
"050875253-005",6,"A30718563","CO-ENZYME Q10 30MG 30 CAPSULES 11.65-8 s3.65","20130729","20130819"
"050875253-007",7,"A30718563","CO-ENZYME Q10 30MG 30 CAPSULES 11.65-8 s3.65","20130729","20130819"
"050875253-007",9,"A30718563","CO-ENZYME Q10 30MG 30 CAPSULES 11.65-8 s3.65","20130729","20130819"
"050875253-002",5,"A30718563","CO-ENZYME Q10 30MG 30 CAPSULES 11.65-8 s3.65","20130729","20130819"
"050875253",5,"A30718564","CO-ENZYME Q10 30MG 60 CAPSULES 20.39-13.5 s6.89","20130729","20130819"
"050863209-008",6,"A30718564","CO-ENZYME Q10 30MG 60 CAPSULES 20.39-13.5 s6.89","20130729","20130819"
"050875253-004",7,"A30718564","CO-ENZYME Q10 30MG 60 CAPSULES 20.39-13.5 s6.89","20130729","20130819"
"050875253-004",9,"A30718564","CO-ENZYME Q10 30MG 60 CAPSULES 20.39-13.5 s6.89","20130729","20130819"
"050417860",5,"A30718565","COMPLETE A-Z 120 CAPSULES 20.39-13.5 s6.89","20130729","20130819"
"050417860",6,"A30718565","COMPLETE A-Z 120 CAPSULES 20.39-13.5 s6.89","20130729","20130819"
"050417860",7,"A30718565","COMPLETE A-Z 120 CAPSULES 20.39-13.5 s6.89","20130729","20130819"
"050875253",9,"A30718565","COMPLETE A-Z 120 CAPSULES 20.39-13.5 s6.89","20130729","20130819"
"050875253",5,"A30718566","COD LIVER OIL 550MG 60 CAPSULES 3.45-2.5 s0.95","20130729","20130819"
"050875253",7,"A30718566","COD LIVER OIL 550MG 60 CAPSULES 3.45-2.5 s0.95","20130729","20130819"
"050875253-005",9,"A30718566","COD LIVER OIL 550MG 60 CAPSULES 3.45-2.5 s0.95","20130729","20130819"
"050875253-005",6,"A30718566","COD LIVER OIL 550MG 60 CAPSULES 3.45-2.5 s0.95","20130729","20130819"
"050875253-003",5,"A30718567","COMPLETE JOINT 30 CAPSULES 27.55-18.5 s9.05","20130729","20130819"
"050875253-003",6,"A30718567","COMPLETE JOINT 30 CAPSULES 27.55-18.5 s9.05","20130729","20130819"
"050875253-003",7,"A30718567","COMPLETE JOINT 30 CAPSULES 27.55-18.5 s9.05","20130729","20130819"
"050863209-008",9,"A30718567","COMPLETE JOINT 30 CAPSULES 27.55-18.5 s9.05","20130729","20130819"
"050863209-008",5,"A30718568","COD LIVER OIL 550MG 120 CAPSULES 5.65-4 s1.65","20130729","20130819"
"050875253-004",6,"A30718568","COD LIVER OIL 550MG 120 CAPSULES 5.65-4 s1.65","20130729","20130819"
"050875253-006",7,"A30718568","COD LIVER OIL 550MG 120 CAPSULES 5.65-4 s1.65","20130729","20130819"
"050875253-006",9,"A30718568","COD LIVER OIL 550MG 120 CAPSULES 5.65-4 s1.65","20130729","20130819"
"050875253-001",5,"A30718569","CRANBERRY PLUS FORMULA 30 CAPSULES 7.4-5 s2.4","20130729","20130819"
"050875253-001",6,"A30718569","CRANBERRY PLUS FORMULA 30 CAPSULES 7.4-5 s2.4","20130729","20130819"
"050417860-001",7,"A30718569","CRANBERRY PLUS FORMULA 30 CAPSULES 7.4-5 s2.4","20130729","20130819"
"050417860-001",9,"A30718569","CRANBERRY PLUS FORMULA 30 CAPSULES 7.4-5 s2.4","20130729","20130819"
"050417860-001",5,"A30718570","COD LIVER OIL 500MG 60 CAPSULES 9.19-6 s3.19","20130729","20130819"
"050875253-004",6,"A30718570","COD LIVER OIL 500MG 60 CAPSULES 9.19-6 s3.19","20130729","20130819"
"050875253-007",7,"A30718570","COD LIVER OIL 500MG 60 CAPSULES 9.19-6 s3.19","20130729","20130819"
"050875253-002",9,"A30718570","COD LIVER OIL 500MG 60 CAPSULES 9.19-6 s3.19","20130729","20130819"
"050875253-002",5,"A30718571","COD LIVER OIL 60 CAPSULES 8.69-6 s2.69","20130729","20130819"
"074745970",6,"A30718571","COD LIVER OIL 60 CAPSULES 8.69-6 s2.69","20130729","20130819"
"074745970",7,"A30718571","COD LIVER OIL 60 CAPSULES 8.69-6 s2.69","20130729","20130819"
"063250212-002",9,"A30718571","COD LIVER OIL 60 CAPSULES 8.69-6 s2.69","20130729","20130819"
"063250212-002",5,"A30718572","FISH OIL PLANT & COQ10 150ML 10.19-7 s3.19","20130729","20130819"
"063250212-002",6,"A30718572","FISH OIL PLANT & COQ10 150ML 10.19-7 s3.19","20130729","20130819"
"063250212-001",7,"A30718572","FISH OIL PLANT & COQ10 150ML 10.19-7 s3.19","20130729","20130819"
"063250212",9,"A30718572","FISH OIL PLANT & COQ10 150ML 10.19-7 s3.19","20130729","20130819"
"073546591",5,"A30718573","FOLIC ACID 400MCG 90 CAPSULES 5.85-4 s1.85","20130729","20130819"
"073546591",6,"A30718573","FOLIC ACID 400MCG 90 CAPSULES 5.85-4 s1.85","20130729","20130819"
"073546591",7,"A30718573","FOLIC ACID 400MCG 90 CAPSULES 5.85-4 s1.85","20130729","20130819"
"073546591",9,"A30718573","FOLIC ACID 400MCG 90 CAPSULES 5.85-4 s1.85","20130729","20130819"
"073324888",5,"A30718574","GASTRO VIT 60 CAPSULES 12.99-8.66 s4.33","20130729","20130819"
"073324888",6,"A30718574","GASTRO VIT 60 CAPSULES 12.99-8.66 s4.33","20130729","20130819"
"073324888",7,"A30718574","GASTRO VIT 60 CAPSULES 12.99-8.66 s4.33","20130729","20130819"
"073324888",9,"A30718574","GASTRO VIT 60 CAPSULES 12.99-8.66 s4.33","20130729","20130819"
"073420307",5,"A30718575","GLUCOSAMINE & CHONDROITIN 150ML 10.19-7 s3.19","20130729","20130819"
"073420307",6,"A30718575","GLUCOSAMINE & CHONDROITIN 150ML 10.19-7 s3.19","20130729","20130819"
"073420307",7,"A30718575","GLUCOSAMINE & CHONDROITIN 150ML 10.19-7 s3.19","20130729","20130819"
"073420307",9,"A30718575","GLUCOSAMINE & CHONDROITIN 150ML 10.19-7 s3.19","20130729","20130819"
"063250212-002",5,"A30718576","GLUCOSAMINE + CHONDROITIN 10.55-7 s3.55","20130729","20130819"
"063250212-001",6,"A30718576","GLUCOSAMINE + CHONDROITIN 10.55-7 s3.55","20130729","20130819"
"063250212-001",7,"A30718576","GLUCOSAMINE + CHONDROITIN 10.55-7 s3.55","20130729","20130819"
"063250212-001",9,"A30718576","GLUCOSAMINE + CHONDROITIN 10.55-7 s3.55","20130729","20130819"
"063250212",5,"A30718577","GLUCOSAMINE + CHONDROITIN 18.45-12.3 s6.15","20130729","20130819"
"063250212",6,"A30718577","GLUCOSAMINE + CHONDROITIN 18.45-12.3 s6.15","20130729","20130819"
"063250212",7,"A30718577","GLUCOSAMINE + CHONDROITIN 18.45-12.3 s6.15","20130729","20130819"
"062953269-001",9,"A30718577","GLUCOSAMINE + CHONDROITIN 18.45-12.3 s6.15","20130729","20130819"
"062953269-003",5,"A30718578","GLUCOSAMINE 60 CAPSULES 14.79-10 s4.79","20130729","20130819"
"062952967",6,"A30718578","GLUCOSAMINE 60 CAPSULES 14.79-10 s4.79","20130729","20130819"
"062952967-001",7,"A30718578","GLUCOSAMINE 60 CAPSULES 14.79-10 s4.79","20130729","20130819"
"062952967-002",9,"A30718578","GLUCOSAMINE 60 CAPSULES 14.79-10 s4.79","20130729","20130819"
"062952967-003",5,"A30718579","HAIR/SKIN/NAILS 30 CAPSULES 7.65-5 s2.65","20130729","20130819"
"062952967-005",6,"A30718579","HAIR/SKIN/NAILS 30 CAPSULES 7.65-5 s2.65","20130729","20130819"
"061747816",7,"A30718579","HAIR/SKIN/NAILS 30 CAPSULES 7.65-5 s2.65","20130729","20130819"
"061747816",9,"A30718579","HAIR/SKIN/NAILS 30 CAPSULES 7.65-5 s2.65","20130729","20130819"
"067819502",5,"A30718580","HAIR/SKIN/NAILS 60 CAPSULES 13.45-9 s4.45","20130729","20130819"
"067819502",6,"A30718580","HAIR/SKIN/NAILS 60 CAPSULES 13.45-9 s4.45","20130729","20130819"
"067819462",7,"A30718580","HAIR/SKIN/NAILS 60 CAPSULES 13.45-9 s4.45","20130729","20130819"
"067819462",9,"A30718580","HAIR/SKIN/NAILS 60 CAPSULES 13.45-9 s4.45","20130729","20130819"
"071104000",5,"A30718581","MAXIJOINT FORMULA 30 CAPSULES 8.05-5.5 s2.55","20130729","20130819"
"071104000",6,"A30718581","MAXIJOINT FORMULA 30 CAPSULES 8.05-5.5 s2.55","20130729","20130819"
"071104000",7,"A30718581","MAXIJOINT FORMULA 30 CAPSULES 8.05-5.5 s2.55","20130729","20130819"
"071104000",9,"A30718581","MAXIJOINT FORMULA 30 CAPSULES 8.05-5.5 s2.55","20130729","20130819"
"062952967-001",5,"A30718582","MENOPAUSE FORMULA 30 CAPSULES 7.65-5 s2.65","20130729","20130819"
"062952967-002",6,"A30718582","MENOPAUSE FORMULA 30 CAPSULES 7.65-5 s2.65","20130729","20130819"
"062952967-004",7,"A30718582","MENOPAUSE FORMULA 30 CAPSULES 7.65-5 s2.65","20130729","20130819"
"062542122-001",9,"A30718582","MENOPAUSE FORMULA 30 CAPSULES 7.65-5 s2.65","20130729","20130819"
"062542122-002",5,"A30718583","NATURAL VITAMIN E 30 CAPSULES 6.95-4.5 s2.45","20130729","20130819"
"062542076",6,"A30718583","NATURAL VITAMIN E 30 CAPSULES 6.95-4.5 s2.45","20130729","20130819"
"062953269",7,"A30718583","NATURAL VITAMIN E 30 CAPSULES 6.95-4.5 s2.45","20130729","20130819"
"062952967-004",9,"A30718583","NATURAL VITAMIN E 30 CAPSULES 6.95-4.5 s2.45","20130729","20130819"
"073616192",5,"A30718584","OMEGA - 3 WITH FRUIT 150ML 10.19-7 s3.19","20130729","20130819"
"073616192",6,"A30718584","OMEGA - 3 WITH FRUIT 150ML 10.19-7 s3.19","20130729","20130819"
"070461303",7,"A30718584","OMEGA - 3 WITH FRUIT 150ML 10.19-7 s3.19","20130729","20130819"
"070461303",9,"A30718584","OMEGA - 3 WITH FRUIT 150ML 10.19-7 s3.19","20130729","20130819"
"070461303",6,"A30718585","OMEGA -3 WITH A-Z MINERALS 150ML 10.19-7 s3.19","20130729","20130819"
"070461303",7,"A30718585","OMEGA -3 WITH A-Z MINERALS 150ML 10.19-7 s3.19","20130729","20130819"
"070461257",9,"A30718585","OMEGA -3 WITH A-Z MINERALS 150ML 10.19-7 s3.19","20130729","20130819"
"070461257",5,"A30718585","OMEGA -3 WITH A-Z MINERALS 150ML 10.19-7 s3.19","20130729","20130819"
"070461257",5,"A30718586","OMEGA-3 FISH OIL 30 CAPSULES 6.39-4.5 s1.89","20130729","20130819"
"070461257",6,"A30718586","OMEGA-3 FISH OIL 30 CAPSULES 6.39-4.5 s1.89","20130729","20130819"
"070461113",7,"A30718586","OMEGA-3 FISH OIL 30 CAPSULES 6.39-4.5 s1.89","20130729","20130819"
"070461113",9,"A30718586","OMEGA-3 FISH OIL 30 CAPSULES 6.39-4.5 s1.89","20130729","20130819"
"070461113",5,"A30718587","OMEGA-3 FISH OIL 500MG60 CAPSULES 7.55-5 s2.55","20130729","20130819"
"070461113",6,"A30718587","OMEGA-3 FISH OIL 500MG60 CAPSULES 7.55-5 s2.55","20130729","20130819"
"073616192",7,"A30718587","OMEGA-3 FISH OIL 500MG60 CAPSULES 7.55-5 s2.55","20130729","20130819"
"073616192",9,"A30718587","OMEGA-3 FISH OIL 500MG60 CAPSULES 7.55-5 s2.55","20130729","20130819"
"070528370",5,"A30718588","OMEGA-3 FISH 500MG 30 CAPSULES 4.35-2.9 s1.45","20130729","20130819"
"070528370",6,"A30718588","OMEGA-3 FISH 500MG 30 CAPSULES 4.35-2.9 s1.45","20130729","20130819"
"070528370",9,"A30718588","OMEGA-3 FISH 500MG 30 CAPSULES 4.35-2.9 s1.45","20130729","20130819"
"070528370",7,"A30718588","OMEGA-3 FISH 500MG 30 CAPSULES 4.35-2.9 s1.45","20130729","20130819"
"070811869",5,"A30718589","PROSTATE FORMULA30 CAPSULES 7.65-5 s2.65","20130729","20130819"
"070811869",6,"A30718589","PROSTATE FORMULA30 CAPSULES 7.65-5 s2.65","20130729","20130819"
"070811869",9,"A30718589","PROSTATE FORMULA30 CAPSULES 7.65-5 s2.65","20130729","20130819"
"070811869",7,"A30718589","PROSTATE FORMULA30 CAPSULES 7.65-5 s2.65","20130729","20130819"
"062953269",5,"A30718590","PROSTATE FORMULA 60 CAPSULES 13.45-9 s4.45","20130729","20130819"
"062953269-004",6,"A30718590","PROSTATE FORMULA 60 CAPSULES 13.45-9 s4.45","20130729","20130819"
"062953269-005",9,"A30718590","PROSTATE FORMULA 60 CAPSULES 13.45-9 s4.45","20130729","20130819"
"062953269-004",7,"A30718590","PROSTATE FORMULA 60 CAPSULES 13.45-9 s4.45","20130729","20130819"
"062952967-005",5,"A30718591","PROVEN ADULT PROBIOTIC CAPSULES 13.25-9 s4.25","20130729","20130819"
"062953269-002",7,"A30718591","PROVEN ADULT PROBIOTIC CAPSULES 13.25-9 s4.25","20130729","20130819"
"062953269-003",6,"A30718591","PROVEN ADULT PROBIOTIC CAPSULES 13.25-9 s4.25","20130729","20130819"
"062953269-005",9,"A30718591","PROVEN ADULT PROBIOTIC CAPSULES 13.25-9 s4.25","20130729","20130819"
"062952967-003",5,"A30718592","PROVEN CHILD 30 CAPSULES 7.1-4.5 s2.6","20130729","20130819"
"062952967",7,"A30718592","PROVEN CHILD 30 CAPSULES 7.1-4.5 s2.6","20130729","20130819"
"062953269-002",9,"A30718592","PROVEN CHILD 30 CAPSULES 7.1-4.5 s2.6","20130729","20130819"
"062953269-001",6,"A30718592","PROVEN CHILD 30 CAPSULES 7.1-4.5 s2.6","20130729","20130819"
"062542122",7,"A30718593","PSYLLIUM FIBRE 60 CAPSULES 6.49-4.5 s1.99","20130729","20130819"
"062542076-001",9,"A30718593","PSYLLIUM FIBRE 60 CAPSULES 6.49-4.5 s1.99","20130729","20130819"
"062542122",5,"A30718593","PSYLLIUM FIBRE 60 CAPSULES 6.49-4.5 s1.99","20130729","20130819"
"062542122-001",6,"A30718593","PSYLLIUM FIBRE 60 CAPSULES 6.49-4.5 s1.99","20130729","20130819"
"062542076",5,"A30718594","SOYA LECITHIN+STAR 30 CAPSULES 5.39-3.5 s1.89","20130729","20130819"
"062542122-002",6,"A30718594","SOYA LECITHIN+STAR 30 CAPSULES 5.39-3.5 s1.89","20130729","20130819"
"062542076-001",7,"A30718594","SOYA LECITHIN+STAR 30 CAPSULES 5.39-3.5 s1.89","20130729","20130819"
"070528306",9,"A30718594","SOYA LECITHIN+STAR 30 CAPSULES 5.39-3.5 s1.89","20130729","20130819"
"070528306",5,"A30718595","SPECTRUM ADULT 60 CAPSULES 8.59-5.5 s3.09","20130729","20130819"
"070528306",6,"A30718595","SPECTRUM ADULT 60 CAPSULES 8.59-5.5 s3.09","20130729","20130819"
"070528306",7,"A30718595","SPECTRUM ADULT 60 CAPSULES 8.59-5.5 s3.09","20130729","20130819"
"070811731",9,"A30718595","SPECTRUM ADULT 60 CAPSULES 8.59-5.5 s3.09","20130729","20130819"
"070811731",5,"A30718596","VITAMIN B12 1000MCG 30 CAPSULES 5.4-3.5 s1.9","20130729","20130819"
"070811731",6,"A30718596","VITAMIN B12 1000MCG 30 CAPSULES 5.4-3.5 s1.9","20130729","20130819"
"070811731",7,"A30718596","VITAMIN B12 1000MCG 30 CAPSULES 5.4-3.5 s1.9","20130729","20130819"
"051872617",9,"A30718596","VITAMIN B12 1000MCG 30 CAPSULES 5.4-3.5 s1.9","20130729","20130819"
"051872617",6,"A30718597","VITAMIN B12 1000MCG CAPSULES 16.09-10.5 s5.59","20130729","20130819"
"051872617-001",7,"A30718597","VITAMIN B12 1000MCG CAPSULES 16.09-10.5 s5.59","20130729","20130819"
"051872617-001",9,"A30718597","VITAMIN B12 1000MCG CAPSULES 16.09-10.5 s5.59","20130729","20130819"
"070724811",5,"A30718597","VITAMIN B12 1000MCG CAPSULES 16.09-10.5 s5.59","20130729","20130819"
"070724811",5,"A30718598","VITAMIN B-COMPLEX 30CAPSULES 5.5-3.5 s2","20130729","20130819"
"070724811",6,"A30718598","VITAMIN B-COMPLEX 30CAPSULES 5.5-3.5 s2","20130729","20130819"
"070724932",7,"A30718598","VITAMIN B-COMPLEX 30CAPSULES 5.5-3.5 s2","20130729","20130819"
"070725240",9,"A30718598","VITAMIN B-COMPLEX 30CAPSULES 5.5-3.5 s2","20130729","20130819"
"070725292",5,"A30718599","VITAMIN B-COMPLEX 60 CAPSULES 9.65-6.5 s3.15","20130729","20130819"
"070725240",6,"A30718599","VITAMIN B-COMPLEX 60 CAPSULES 9.65-6.5 s3.15","20130729","20130819"
"070725263",7,"A30718599","VITAMIN B-COMPLEX 60 CAPSULES 9.65-6.5 s3.15","20130729","20130819"
"070725263",9,"A30718599","VITAMIN B-COMPLEX 60 CAPSULES 9.65-6.5 s3.15","20130729","20130819"
"070725240",5,"A30718600","VITAMIN B-COMPLEX + C30 CAPSULES 6.39-4.5 s1.89","20130729","20130819"
"070725263",6,"A30718600","VITAMIN B-COMPLEX + C30 CAPSULES 6.39-4.5 s1.89","20130729","20130819"
"070725292",7,"A30718600","VITAMIN B-COMPLEX + C30 CAPSULES 6.39-4.5 s1.89","20130729","20130819"
"070725292",9,"A30718600","VITAMIN B-COMPLEX + C30 CAPSULES 6.39-4.5 s1.89","20130729","20130819"
"070724932",5,"A30718601","VITAMIN C 1000MG 60 CAPSULES 8.69-5.79 s2.9","20130729","20130819"
"070724684",6,"A30718601","VITAMIN C 1000MG 60 CAPSULES 8.69-5.79 s2.9","20130729","20130819"
"070724684",7,"A30718601","VITAMIN C 1000MG 60 CAPSULES 8.69-5.79 s2.9","20130729","20130819"
"070724684",9,"A30718601","VITAMIN C 1000MG 60 CAPSULES 8.69-5.79 s2.9","20130729","20130819"
